session_id,user_id,course_id,intent,user_query,ai_response_summary,tokens_used,satisfaction_score,created_at
AIS0034168,USR035713,CRS002979,Revision,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",715,5,2026-02-15
AIS0034169,USR007171,CRS044124,Career Guidance,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1815,1,2026-04-08
AIS0034170,USR013926,CRS012759,Assignment Help,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3264,5,2026-02-12
AIS0034171,USR021680,CRS016442,Doubt Solving,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1552,4,2026-02-18
AIS0034172,USR049432,CRS001798,Doubt Solving,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2012,3,2026-03-21
AIS0034173,USR023032,CRS028415,Revision,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1603,3,2026-04-10
AIS0034174,USR045375,CRS049581,Quiz Generation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2160,2,2026-02-20
AIS0034175,USR000964,CRS013491,Assignment Help,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3106,5,2026-03-05
AIS0034176,USR010731,CRS024820,Concept Explanation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4568,1,2026-03-13
AIS0034177,USR038604,CRS013839,Concept Explanation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",493,3,2026-04-17
AIS0034178,USR000217,CRS029555,Concept Explanation,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1426,2,2026-03-22
AIS0034179,USR005463,CRS046016,Career Guidance,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2675,1,2026-04-30
AIS0034180,USR010080,CRS030508,Revision,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4340,2,2026-02-16
AIS0034181,USR048063,CRS047902,Revision,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",665,5,2026-03-29
AIS0034182,USR016624,CRS031462,Concept Explanation,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",566,5,2026-05-01
AIS0034183,USR004123,CRS044452,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1307,4,2026-04-13
AIS0034184,USR011616,CRS016004,Concept Explanation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4053,3,2026-04-26
AIS0034185,USR032706,CRS002116,Quiz Generation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4378,1,2026-04-25
AIS0034186,USR024376,CRS003198,Assignment Help,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",611,1,2026-03-24
AIS0034187,USR004117,CRS006133,Doubt Solving,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3678,4,2026-02-26
AIS0034188,USR022656,CRS006649,Doubt Solving,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1636,2,2026-05-11
AIS0034189,USR041570,CRS021004,Doubt Solving,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",361,3,2026-03-22
AIS0034190,USR032646,CRS024483,Revision,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2044,3,2026-02-22
AIS0034191,USR035186,CRS011025,Concept Explanation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4582,2,2026-03-20
AIS0034192,USR037977,CRS032817,Assignment Help,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3817,5,2026-04-11
AIS0034193,USR004693,CRS004627,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1216,3,2026-04-03
AIS0034194,USR020981,CRS021629,Concept Explanation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3585,5,2026-02-13
AIS0034195,USR047715,CRS013196,Concept Explanation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2247,5,2026-03-18
AIS0034196,USR034098,CRS004180,Doubt Solving,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",387,4,2026-05-04
AIS0034197,USR028091,CRS017282,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3133,4,2026-04-18
AIS0034198,USR037939,CRS016615,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3164,1,2026-03-12
AIS0034199,USR049050,CRS044459,Assignment Help,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",600,4,2026-03-08
AIS0034200,USR035367,CRS014083,Revision,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4196,2,2026-02-14
AIS0034201,USR024932,CRS048728,Assignment Help,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1585,2,2026-04-30
AIS0034202,USR020660,CRS048078,Assignment Help,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2987,5,2026-03-24
AIS0034203,USR003700,CRS013532,Doubt Solving,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",599,2,2026-04-09
